provider,providerLabel,country_label,mcc,mnc
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,484
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,484
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,483
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,483
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,483
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,486
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,486
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,486
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,481
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,481
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,485
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,485
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,488
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,488
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,480
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,480
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,482
http://www.wikidata.org/entity/Q919641,Verizon Wireless,United States of America,311,482
http://www.wikidata.org/entity/Q4816569,Atlantic Tele-Network,United States of America,311,40
http://www.wikidata.org/entity/Q3358661,Only,France,340,02
http://www.wikidata.org/entity/Q3358661,Only,France,340,02
http://www.wikidata.org/entity/Q21079550,United Telecommunication Services,Curaçao,340,03
http://www.wikidata.org/entity/Q298594,AT&T Mobility,United States of America,344,930
http://www.wikidata.org/entity/Q298594,AT&T Mobility,United States of America,344,930
http://www.wikidata.org/entity/Q7456351,SETAR,Aruba,363,01
http://www.wikidata.org/entity/Q7456351,SETAR,Aruba,363,01
http://www.wikidata.org/entity/Q16249319,CaTel,Azerbaijan,400,03
http://www.wikidata.org/entity/Q1984981,Bakcell,Azerbaijan,400,02
http://www.wikidata.org/entity/Q2640427,Nar Mobile,Azerbaijan,400,04
http://www.wikidata.org/entity/Q1737636,Kcell,Kazakhstan,401,02
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,94
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,03
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,92
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,16
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,40
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,49
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,02
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,45
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,96
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,10
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,404-90
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,98
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,97
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,70
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,31
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,95
http://www.wikidata.org/entity/Q12417027,Airtel India,India,404,93
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,52
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,51
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,53
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,55
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,54
http://www.wikidata.org/entity/Q12417027,Airtel India,India,405,56
http://www.wikidata.org/entity/Q18643672,Jio,India,405,873
http://www.wikidata.org/entity/Q18643672,Jio,India,405,873
http://www.wikidata.org/entity/Q18643672,Jio,India,405,869
http://www.wikidata.org/entity/Q18643672,Jio,India,405,869
http://www.wikidata.org/entity/Q18643672,Jio,India,405,871
http://www.wikidata.org/entity/Q18643672,Jio,India,405,871
http://www.wikidata.org/entity/Q18643672,Jio,India,405,857
http://www.wikidata.org/entity/Q18643672,Jio,India,405,857
http://www.wikidata.org/entity/Q18643672,Jio,India,405,872
http://www.wikidata.org/entity/Q18643672,Jio,India,405,872
http://www.wikidata.org/entity/Q18643672,Jio,India,405,854
http://www.wikidata.org/entity/Q18643672,Jio,India,405,854
http://www.wikidata.org/entity/Q18643672,Jio,India,405,856
http://www.wikidata.org/entity/Q18643672,Jio,India,405,856
http://www.wikidata.org/entity/Q18643672,Jio,India,405,864
http://www.wikidata.org/entity/Q18643672,Jio,India,405,864
http://www.wikidata.org/entity/Q18643672,Jio,India,405,858
http://www.wikidata.org/entity/Q18643672,Jio,India,405,858
http://www.wikidata.org/entity/Q18643672,Jio,India,405,862
http://www.wikidata.org/entity/Q18643672,Jio,India,405,862
http://www.wikidata.org/entity/Q18643672,Jio,India,405,866
http://www.wikidata.org/entity/Q18643672,Jio,India,405,866
http://www.wikidata.org/entity/Q18643672,Jio,India,405,840
http://www.wikidata.org/entity/Q18643672,Jio,India,405,840
http://www.wikidata.org/entity/Q18643672,Jio,India,405,867
http://www.wikidata.org/entity/Q18643672,Jio,India,405,867
http://www.wikidata.org/entity/Q18643672,Jio,India,405,860
http://www.wikidata.org/entity/Q18643672,Jio,India,405,860
http://www.wikidata.org/entity/Q18643672,Jio,India,405,868
http://www.wikidata.org/entity/Q18643672,Jio,India,405,868
http://www.wikidata.org/entity/Q18643672,Jio,India,405,870
http://www.wikidata.org/entity/Q18643672,Jio,India,405,870
http://www.wikidata.org/entity/Q18643672,Jio,India,405,865
http://www.wikidata.org/entity/Q18643672,Jio,India,405,865
http://www.wikidata.org/entity/Q18643672,Jio,India,405,863
http://www.wikidata.org/entity/Q18643672,Jio,India,405,863
http://www.wikidata.org/entity/Q18643672,Jio,India,405,861
http://www.wikidata.org/entity/Q18643672,Jio,India,405,861
http://www.wikidata.org/entity/Q18643672,Jio,India,405,874
http://www.wikidata.org/entity/Q18643672,Jio,India,405,874
http://www.wikidata.org/entity/Q18643672,Jio,India,405,859
http://www.wikidata.org/entity/Q18643672,Jio,India,405,859
http://www.wikidata.org/entity/Q18643672,Jio,India,405,855
http://www.wikidata.org/entity/Q18643672,Jio,India,405,855
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,808
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,803
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,91
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,29
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,37
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,806
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,800
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,25
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,801
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,807
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,811
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,804
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,809
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,42
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,17
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,41
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,805
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,810
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,28
http://www.wikidata.org/entity/Q3533647,Aircel,India,405,812
http://www.wikidata.org/entity/Q3317678,Mobilink,Pakistan,410,01
http://www.wikidata.org/entity/Q3317678,Mobilink,Pakistan,410,01
http://www.wikidata.org/entity/Q3445676,Telenor Pakistan,Pakistan,410,06
http://www.wikidata.org/entity/Q6760070,ZONG,Pakistan,410,04
http://www.wikidata.org/entity/Q6760070,ZONG,Pakistan,410,04
http://www.wikidata.org/entity/Q7125719,PTCL,Pakistan,410,02
http://www.wikidata.org/entity/Q7574503,Special Communications Organization,Pakistan,410,05
http://www.wikidata.org/entity/Q7574503,Special Communications Organization,Pakistan,410,08
http://www.wikidata.org/entity/Q7877541,Ufone,Pakistan,410,03
http://www.wikidata.org/entity/Q383046,Afghan Wireless,Afghanistan,412,01
http://www.wikidata.org/entity/Q5337762,Etisalat,Sri Lanka,413,03
http://www.wikidata.org/entity/Q6887354,Mobitel,Sri Lanka,413,01
http://www.wikidata.org/entity/Q4721811,Alfa,Lebanon,415,01
http://www.wikidata.org/entity/Q6930429,touch,Lebanon,415,03
http://www.wikidata.org/entity/Q144364,Zain Group,,419,02
http://www.wikidata.org/entity/Q144364,Zain Group,,419,02
http://www.wikidata.org/entity/Q1535581,Omantel,Oman,422,02
http://www.wikidata.org/entity/Q1535581,Omantel,Oman,422,02
http://www.wikidata.org/entity/Q3595390,du,United Arab Emirates,424,03
http://www.wikidata.org/entity/Q543449,Emirates Telecommunications Corporation,United Arab Emirates,424,02
http://www.wikidata.org/entity/Q543449,Emirates Telecommunications Corporation,United Arab Emirates,424,02
http://www.wikidata.org/entity/Q847262,Hot mobile,Israel,425,07
http://www.wikidata.org/entity/Q1536651,Pelephone,Israel,425,03
http://www.wikidata.org/entity/Q2000500,Partner Communications Company,Israel,425,01
http://www.wikidata.org/entity/Q2000500,Partner Communications Company,Israel,425,01
http://www.wikidata.org/entity/Q2000500,Partner Communications Company,Israel,425,01
http://www.wikidata.org/entity/Q2450722,Cellcom,Israel,425,02
http://www.wikidata.org/entity/Q2450722,Cellcom,Israel,425,02
http://www.wikidata.org/entity/Q2894259,Golan Telecom,Israel,425,08
http://www.wikidata.org/entity/Q7907093,Stc Bahrain,Bahrain,426,04
http://www.wikidata.org/entity/Q5511908,G-Mobile,Mongolia,428,98
http://www.wikidata.org/entity/Q7538054,Skytel,Mongolia,428,91
http://www.wikidata.org/entity/Q7893681,Unitel Mongolia,Mongolia,428,88
http://www.wikidata.org/entity/Q692281,Mobicom Corporation,Mongolia,428,99
http://www.wikidata.org/entity/Q485908,KT Corporation,South Korea,450,08
http://www.wikidata.org/entity/Q485908,KT Corporation,South Korea,450,08
http://www.wikidata.org/entity/Q493145,SK Telecom,South Korea,450,05
http://www.wikidata.org/entity/Q493145,SK Telecom,South Korea,450,05
http://www.wikidata.org/entity/Q626409,LG Uplus,South Korea,450,06
http://www.wikidata.org/entity/Q626409,LG Uplus,South Korea,450,06
http://www.wikidata.org/entity/Q7928684,Vietnamobile,Vietnam,452,05
http://www.wikidata.org/entity/Q7928684,Vietnamobile,Vietnam,452,05
http://www.wikidata.org/entity/Q1109534,Viettel Mobile,Vietnam,452,04
http://www.wikidata.org/entity/Q2595987,Gmobile,Vietnam,452,07
http://www.wikidata.org/entity/Q2595987,Gmobile,Vietnam,452,07
http://www.wikidata.org/entity/Q5099786,China Mobile Hong Kong,People's Republic of China,454,13
http://www.wikidata.org/entity/Q5099786,China Mobile Hong Kong,People's Republic of China,454,12
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,07
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,07
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,07
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,02
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,02
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,02
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,00
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,00
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,00
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,20
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,20
http://www.wikidata.org/entity/Q741618,China Mobile,People's Republic of China,460,20
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,06
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,06
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,06
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,09
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,09
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,09
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,01
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,01
http://www.wikidata.org/entity/Q1068485,China Unicom,People's Republic of China,460,01
http://www.wikidata.org/entity/Q4006966,Taiwan Star Telecom,Taiwan,466,90
http://www.wikidata.org/entity/Q4006966,Taiwan Star Telecom,Taiwan,466,89
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,07
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,01
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,88
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,06
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,03
http://www.wikidata.org/entity/Q5434486,Far EasTone,Taiwan,466,02
http://www.wikidata.org/entity/Q5943259,Taiwan Mobile,Taiwan,466,97
http://www.wikidata.org/entity/Q717531,Chunghwa Telecom,Taiwan,466,92
http://www.wikidata.org/entity/Q4699035,airtel Bangladesh,Bangladesh,470,07
http://www.wikidata.org/entity/Q4855508,Banglalink,Bangladesh,470,03
http://www.wikidata.org/entity/Q7352176,Robi Axiata,Bangladesh,470,02
http://www.wikidata.org/entity/Q8119721,Teletalk,Bangladesh,470,04
http://www.wikidata.org/entity/Q1784973,Grameenphone,Bangladesh,470,01
http://www.wikidata.org/entity/Q4357394,Dhiraagu,Maldives,472,01
http://www.wikidata.org/entity/Q7972989,Ooredoo Maldives,Maldives,472,02
http://www.wikidata.org/entity/Q3268530,DiGi Telecommunications,Malaysia,502,16
http://www.wikidata.org/entity/Q7852934,Tune Talk,Malaysia,502,150
http://www.wikidata.org/entity/Q7876226,U Mobile,Malaysia,502,18
http://www.wikidata.org/entity/Q8052735,Yes 4G,Malaysia,502,152
http://www.wikidata.org/entity/Q1640639,Telekom Malaysia,Malaysia,502,11
http://www.wikidata.org/entity/Q1640639,Telekom Malaysia,Malaysia,502,14
http://www.wikidata.org/entity/Q1640639,Telekom Malaysia,Malaysia,502,01
http://www.wikidata.org/entity/Q2627330,Maxis Communications,Malaysia,502,17
http://www.wikidata.org/entity/Q2627330,Maxis Communications,Malaysia,502,12
http://www.wikidata.org/entity/Q7939284,Vodafone Hutchison Australia,Australia,505,03
http://www.wikidata.org/entity/Q721162,Telstra,Australia,505,01
http://www.wikidata.org/entity/Q721162,Telstra,Australia,505,01
http://www.wikidata.org/entity/Q721162,Telstra,Australia,505,01
http://www.wikidata.org/entity/Q721162,Telstra,Australia,505,01
http://www.wikidata.org/entity/Q865038,Optus,Australia,505,90
http://www.wikidata.org/entity/Q865038,Optus,Australia,505,02
http://www.wikidata.org/entity/Q1786124,Telkomsel,Indonesia,510,10
http://www.wikidata.org/entity/Q1786124,Telkomsel,Indonesia,510,10
http://www.wikidata.org/entity/Q7543955,Smart Communications,Philippines,515,03
http://www.wikidata.org/entity/Q7638223,Sun Cellular,Philippines,515,05
http://www.wikidata.org/entity/Q5008909,CAT Telecom,Thailand,520,02
http://www.wikidata.org/entity/Q5008909,CAT Telecom,Thailand,520,00
http://www.wikidata.org/entity/Q379592,Advanced Info Service,Thailand,520,01
http://www.wikidata.org/entity/Q379592,Advanced Info Service,Thailand,520,23
http://www.wikidata.org/entity/Q3268422,True Corporation,Thailand,520,25
http://www.wikidata.org/entity/Q3268422,True Corporation,Thailand,520,99
http://www.wikidata.org/entity/Q4633463,2degrees,New Zealand,530,24
http://www.wikidata.org/entity/Q7939291,Vodafone New Zealand,New Zealand,530,01
http://www.wikidata.org/entity/Q1549526,Spark New Zealand,New Zealand,530,05
http://www.wikidata.org/entity/Q1549526,Spark New Zealand,New Zealand,530,05
http://www.wikidata.org/entity/Q2299942,Morocco Telecom,Morocco,604,01
http://www.wikidata.org/entity/Q2299942,Morocco Telecom,Morocco,604,01
http://www.wikidata.org/entity/Q12192578,Al-Madar Al-Jadeed,Libya,606,01
http://www.wikidata.org/entity/Q12192578,Al-Madar Al-Jadeed,Libya,606,01
http://www.wikidata.org/entity/Q12192578,Al-Madar Al-Jadeed,Libya,606,01
http://www.wikidata.org/entity/Q1117462,Libyana,Libya,606,00
http://www.wikidata.org/entity/Q1117462,Libyana,Libya,606,00
http://www.wikidata.org/entity/Q3490246,Sonatel,Guinea,608,01
http://www.wikidata.org/entity/Q3490246,Sonatel,Guinea-Bissau,608,01
http://www.wikidata.org/entity/Q3490246,Sonatel,Sierra Leone,608,01
http://www.wikidata.org/entity/Q3490246,Sonatel,Senegal,608,01
http://www.wikidata.org/entity/Q1813361,MTN Group,South Africa,610,10
http://www.wikidata.org/entity/Q1813361,MTN Group,South Africa,610,10
http://www.wikidata.org/entity/Q2929863,Bénin Télécoms,Benin,616,01
http://www.wikidata.org/entity/Q5570033,Globacom,Nigeria,621,50
http://www.wikidata.org/entity/Q2992995,Orange RDC,Democratic Republic of the Congo,630,86
http://www.wikidata.org/entity/Q2992995,Orange RDC,Democratic Republic of the Congo,630,86
http://www.wikidata.org/entity/Q5403583,ethio telecom,Ethiopia,636,01
http://www.wikidata.org/entity/Q5403583,ethio telecom,Ethiopia,636,01
http://www.wikidata.org/entity/Q5403583,ethio telecom,Ethiopia,636,01
http://www.wikidata.org/entity/Q5403583,ethio telecom,Ethiopia,636,01
http://www.wikidata.org/entity/Q5403583,ethio telecom,Ethiopia,636,01
http://www.wikidata.org/entity/Q17097901,Tanzania Telecommunications Company Limited,Tanzania,640,07
http://www.wikidata.org/entity/Q23034974,Smile Communications Tanzania,Tanzania,640,11
http://www.wikidata.org/entity/Q5058479,Airtel Tanzania,Tanzania,640,05
http://www.wikidata.org/entity/Q21328647,Movitel,Mozambique,643,03
http://www.wikidata.org/entity/Q3488659,Q3488659,,647,10
http://www.wikidata.org/entity/Q3488659,Q3488659,,647,10
http://www.wikidata.org/entity/Q1516118,TN Mobile,Namibia,649,03
http://www.wikidata.org/entity/Q3355077,Orange Tunisia,Tunisia,650,01
http://www.wikidata.org/entity/Q5058146,Cell C,South Africa,655,07
http://www.wikidata.org/entity/Q7575495,SMART,Belize,702,99
http://www.wikidata.org/entity/Q5771250,CTI Movil,Argentina,722,310
http://www.wikidata.org/entity/Q5771250,CTI Movil,Argentina,722,320
http://www.wikidata.org/entity/Q5771250,CTI Movil,Argentina,722,330
http://www.wikidata.org/entity/Q6140523,Movistar Argentina,Argentina,722,070
http://www.wikidata.org/entity/Q6140523,Movistar Argentina,Argentina,722,010
http://www.wikidata.org/entity/Q10933021,Telecom Personal,Argentina,722,341
http://www.wikidata.org/entity/Q10933021,Telecom Personal,Argentina,722,034
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,10
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,10
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,11
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,11
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,06
http://www.wikidata.org/entity/Q1428656,Vivo,Brazil,724,06
http://www.wikidata.org/entity/Q2079243,TIM Participacoes,Brazil,724,03
http://www.wikidata.org/entity/Q2079243,TIM Participacoes,Brazil,724,04
http://www.wikidata.org/entity/Q2079243,TIM Participacoes,Brazil,724,02
http://www.wikidata.org/entity/Q6025449,Movistar Colombia,Colombia,73,001
http://www.wikidata.org/entity/Q3517294,Movistar Chile,Chile,730,07
http://www.wikidata.org/entity/Q3517294,Movistar Chile,Chile,730,02
http://www.wikidata.org/entity/Q5834190,Entel Phone,Chile,730,10
http://www.wikidata.org/entity/Q5834190,Entel Phone,Chile,730,01
http://www.wikidata.org/entity/Q5147883,Tigo Colombia,Colombia,732,111
http://www.wikidata.org/entity/Q5147883,Tigo Colombia,Colombia,732,103
http://www.wikidata.org/entity/Q5816111,Edatel,Colombia,732,002
http://www.wikidata.org/entity/Q5816111,Edatel,Colombia,732,002
http://www.wikidata.org/entity/Q5276240,Digitel,Venezuela,734,02
http://www.wikidata.org/entity/Q5276240,Digitel,Venezuela,734,01
http://www.wikidata.org/entity/Q5276240,Digitel,Venezuela,734,03
http://www.wikidata.org/entity/Q18924027,Tigo Paraguay,Paraguay,744,04
http://www.wikidata.org/entity/Q6164860,Vox Paraguay,Paraguay,744,01
http://www.wikidata.org/entity/Q6164860,Vox Paraguay,Paraguay,744,06
http://www.wikidata.org/entity/Q430086,Telesur,Suriname,746,05
http://www.wikidata.org/entity/Q430086,Telesur,Suriname,746,02
http://www.wikidata.org/entity/Q154387,Iridium Communications,United States of America,901,03
http://www.wikidata.org/entity/Q154387,Iridium Communications,United States of America,901,03
http://www.wikidata.org/entity/Q154387,Iridium Communications,United States of America,901,03
http://www.wikidata.org/entity/Q827927,Inmarsat,United Kingdom,901,11
http://www.wikidata.org/entity/Q827927,Inmarsat,United Kingdom,901,11
http://www.wikidata.org/entity/Q827927,Inmarsat,United Kingdom,901,11
http://www.wikidata.org/entity/Q7090849,OnAir,,901,15
http://www.wikidata.org/entity/Q7557047,EchoStar Mobile,,901,50
http://www.wikidata.org/entity/Q11770054,Maritime Communications Partner,,901,12
http://www.wikidata.org/entity/Q289795,ACeS,Indonesia,901,10
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,06
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,06
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,06
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,05
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,05
http://www.wikidata.org/entity/Q1349140,Thuraya,United Arab Emirates,901,05
